accuracy,agent,cell_id,checkpoint,ecology,metric,niche,seed
0.75,1,C6,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.375,1,C6,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.625,1,C6,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.75,1,C6,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,1,C6,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.25,1,C6,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.125,1,C6,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.375,1,C6,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.375,1,C6,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,1,C6,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,1,C6,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.625,1,C6,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,1,C6,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,1,C6,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.625,2,C6,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.625,2,C6,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,2,C6,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.0,2,C6,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.75,2,C6,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,2,C6,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.25,2,C6,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,2,C6,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.125,2,C6,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,2,C6,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,2,C6,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,2,C6,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,2,C6,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,2,C6,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,2,C6,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,2,C6,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.625,3,C6,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,3,C6,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,3,C6,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.0,3,C6,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.875,3,C6,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,3,C6,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,3,C6,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.375,3,C6,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.25,3,C6,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,3,C6,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,3,C6,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,3,C6,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.75,3,C6,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,3,C6,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,3,C6,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,3,C6,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,0,C6,32,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,0,C6,32,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,0,C6,32,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,0,C6,32,AFFINE_BOOLEAN_V1,joint,0,99102
0.75,0,C6,32,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,0,C6,32,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,0,C6,32,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,0,C6,32,AFFINE_BOOLEAN_V1,joint,1,99102
0.125,0,C6,32,AFFINE_BOOLEAN_V1,bit1,2,99102
0.375,0,C6,32,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,0,C6,32,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C6,32,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,0,C6,32,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,0,C6,32,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,0,C6,32,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,0,C6,32,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,1,C6,32,AFFINE_BOOLEAN_V1,bit1,0,99102
0.75,1,C6,32,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,1,C6,32,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,1,C6,32,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,1,C6,32,AFFINE_BOOLEAN_V1,bit1,1,99102
0.25,1,C6,32,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,1,C6,32,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,1,C6,32,AFFINE_BOOLEAN_V1,joint,1,99102
0.5,1,C6,32,AFFINE_BOOLEAN_V1,bit1,2,99102
0.625,1,C6,32,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,1,C6,32,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,1,C6,32,AFFINE_BOOLEAN_V1,joint,2,99102
0.625,1,C6,32,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,1,C6,32,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,1,C6,32,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,1,C6,32,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,2,C6,32,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,2,C6,32,AFFINE_BOOLEAN_V1,bit2,0,99102
0.625,2,C6,32,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,2,C6,32,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,2,C6,32,AFFINE_BOOLEAN_V1,bit1,1,99102
0.25,2,C6,32,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,2,C6,32,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,2,C6,32,AFFINE_BOOLEAN_V1,joint,1,99102
0.875,2,C6,32,AFFINE_BOOLEAN_V1,bit1,2,99102
0.625,2,C6,32,AFFINE_BOOLEAN_V1,bit2,2,99102
0.5,2,C6,32,AFFINE_BOOLEAN_V1,bit3,2,99102
0.375,2,C6,32,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,2,C6,32,AFFINE_BOOLEAN_V1,bit1,3,99102
0.25,2,C6,32,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,2,C6,32,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,2,C6,32,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,3,C6,32,AFFINE_BOOLEAN_V1,bit1,0,99102
0.75,3,C6,32,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,3,C6,32,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,3,C6,32,AFFINE_BOOLEAN_V1,joint,0,99102
0.75,3,C6,32,AFFINE_BOOLEAN_V1,bit1,1,99102
0.25,3,C6,32,AFFINE_BOOLEAN_V1,bit2,1,99102
0.875,3,C6,32,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,3,C6,32,AFFINE_BOOLEAN_V1,joint,1,99102
0.5,3,C6,32,AFFINE_BOOLEAN_V1,bit1,2,99102
0.5,3,C6,32,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,3,C6,32,AFFINE_BOOLEAN_V1,bit3,2,99102
0.25,3,C6,32,AFFINE_BOOLEAN_V1,joint,2,99102
0.625,3,C6,32,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,3,C6,32,AFFINE_BOOLEAN_V1,bit2,3,99102
0.25,3,C6,32,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,3,C6,32,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,0,C6,64,AFFINE_BOOLEAN_V1,bit1,0,99102
0.75,0,C6,64,AFFINE_BOOLEAN_V1,bit2,0,99102
0.625,0,C6,64,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,0,C6,64,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,0,C6,64,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,0,C6,64,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,0,C6,64,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,0,C6,64,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,0,C6,64,AFFINE_BOOLEAN_V1,bit1,2,99102
0.375,0,C6,64,AFFINE_BOOLEAN_V1,bit2,2,99102
0.5,0,C6,64,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C6,64,AFFINE_BOOLEAN_V1,joint,2,99102
0.625,0,C6,64,AFFINE_BOOLEAN_V1,bit1,3,99102
0.625,0,C6,64,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,0,C6,64,AFFINE_BOOLEAN_V1,bit3,3,99102
0.25,0,C6,64,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,1,C6,64,AFFINE_BOOLEAN_V1,bit1,0,99102
0.625,1,C6,64,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,1,C6,64,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,1,C6,64,AFFINE_BOOLEAN_V1,joint,0,99102
0.625,1,C6,64,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,1,C6,64,AFFINE_BOOLEAN_V1,bit2,1,99102
0.875,1,C6,64,AFFINE_BOOLEAN_V1,bit3,1,99102
0.25,1,C6,64,AFFINE_BOOLEAN_V1,joint,1,99102
0.75,1,C6,64,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,1,C6,64,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,1,C6,64,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,1,C6,64,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,1,C6,64,AFFINE_BOOLEAN_V1,bit1,3,99102
0.375,1,C6,64,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,1,C6,64,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,1,C6,64,AFFINE_BOOLEAN_V1,joint,3,99102
0.25,2,C6,64,AFFINE_BOOLEAN_V1,bit1,0,99102
0.75,2,C6,64,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,2,C6,64,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,2,C6,64,AFFINE_BOOLEAN_V1,joint,0,99102
0.875,2,C6,64,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,2,C6,64,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,2,C6,64,AFFINE_BOOLEAN_V1,bit3,1,99102
0.375,2,C6,64,AFFINE_BOOLEAN_V1,joint,1,99102
0.75,2,C6,64,AFFINE_BOOLEAN_V1,bit1,2,99102
0.5,2,C6,64,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,2,C6,64,AFFINE_BOOLEAN_V1,bit3,2,99102
0.125,2,C6,64,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,2,C6,64,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,2,C6,64,AFFINE_BOOLEAN_V1,bit2,3,99102
0.25,2,C6,64,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,2,C6,64,AFFINE_BOOLEAN_V1,joint,3,99102
0.25,3,C6,64,AFFINE_BOOLEAN_V1,bit1,0,99102
0.75,3,C6,64,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,3,C6,64,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,3,C6,64,AFFINE_BOOLEAN_V1,joint,0,99102
0.625,3,C6,64,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,3,C6,64,AFFINE_BOOLEAN_V1,bit2,1,99102
0.75,3,C6,64,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,3,C6,64,AFFINE_BOOLEAN_V1,joint,1,99102
0.75,3,C6,64,AFFINE_BOOLEAN_V1,bit1,2,99102
0.375,3,C6,64,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,3,C6,64,AFFINE_BOOLEAN_V1,bit3,2,99102
0.125,3,C6,64,AFFINE_BOOLEAN_V1,joint,2,99102
0.625,3,C6,64,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,3,C6,64,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,3,C6,64,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,3,C6,64,AFFINE_BOOLEAN_V1,joint,3,99102
0.75,0,C6,128,AFFINE_BOOLEAN_V1,bit1,0,99102
0.625,0,C6,128,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,0,C6,128,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,0,C6,128,AFFINE_BOOLEAN_V1,joint,0,99102
0.25,0,C6,128,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,0,C6,128,AFFINE_BOOLEAN_V1,bit2,1,99102
0.75,0,C6,128,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,0,C6,128,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,0,C6,128,AFFINE_BOOLEAN_V1,bit1,2,99102
0.5,0,C6,128,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,0,C6,128,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C6,128,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,0,C6,128,AFFINE_BOOLEAN_V1,bit1,3,99102
0.75,0,C6,128,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,0,C6,128,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,0,C6,128,AFFINE_BOOLEAN_V1,joint,3,99102
0.25,1,C6,128,AFFINE_BOOLEAN_V1,bit1,0,99102
0.5,1,C6,128,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,1,C6,128,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,1,C6,128,AFFINE_BOOLEAN_V1,joint,0,99102
0.375,1,C6,128,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,1,C6,128,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,1,C6,128,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,1,C6,128,AFFINE_BOOLEAN_V1,joint,1,99102
0.75,1,C6,128,AFFINE_BOOLEAN_V1,bit1,2,99102
0.625,1,C6,128,AFFINE_BOOLEAN_V1,bit2,2,99102
0.875,1,C6,128,AFFINE_BOOLEAN_V1,bit3,2,99102
0.375,1,C6,128,AFFINE_BOOLEAN_V1,joint,2,99102
0.75,1,C6,128,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,1,C6,128,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,1,C6,128,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,1,C6,128,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit1,0,99102
0.25,2,C6,128,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit3,0,99102
0.0,2,C6,128,AFFINE_BOOLEAN_V1,joint,0,99102
0.625,2,C6,128,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,2,C6,128,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,2,C6,128,AFFINE_BOOLEAN_V1,joint,1,99102
0.25,2,C6,128,AFFINE_BOOLEAN_V1,bit1,2,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit2,2,99102
0.375,2,C6,128,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,2,C6,128,AFFINE_BOOLEAN_V1,joint,2,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit1,3,99102
0.75,2,C6,128,AFFINE_BOOLEAN_V1,bit2,3,99102
0.5,2,C6,128,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,2,C6,128,AFFINE_BOOLEAN_V1,joint,3,99102
0.75,3,C6,128,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,3,C6,128,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,3,C6,128,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,3,C6,128,AFFINE_BOOLEAN_V1,joint,0,99102
0.25,3,C6,128,AFFINE_BOOLEAN_V1,bit1,1,99102
0.625,3,C6,128,AFFINE_BOOLEAN_V1,bit2,1,99102
0.5,3,C6,128,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,3,C6,128,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,3,C6,128,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,3,C6,128,AFFINE_BOOLEAN_V1,bit2,2,99102
0.5,3,C6,128,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,3,C6,128,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,3,C6,128,AFFINE_BOOLEAN_V1,bit1,3,99102
0.625,3,C6,128,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,3,C6,128,AFFINE_BOOLEAN_V1,bit3,3,99102
0.25,3,C6,128,AFFINE_BOOLEAN_V1,joint,3,99102
0.625,0,C7,0,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,0,C7,0,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,joint,0,99102
0.625,0,C7,0,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,0,C7,0,AFFINE_BOOLEAN_V1,bit2,1,99102
0.875,0,C7,0,AFFINE_BOOLEAN_V1,bit3,1,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,joint,1,99102
0.125,0,C7,0,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,0,C7,0,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C7,0,AFFINE_BOOLEAN_V1,joint,2,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,bit1,3,99102
0.75,0,C7,0,AFFINE_BOOLEAN_V1,bit2,3,99102
0.25,0,C7,0,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,0,C7,0,AFFINE_BOOLEAN_V1,joint,3,99102
0.75,1,C7,0,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,1,C7,0,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,1,C7,0,AFFINE_BOOLEAN_V1,bit3,0,99102
0.5,1,C7,0,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,1,C7,0,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,1,C7,0,AFFINE_BOOLEAN_V1,bit2,1,99102
0.75,1,C7,0,AFFINE_BOOLEAN_V1,bit3,1,99102
0.25,1,C7,0,AFFINE_BOOLEAN_V1,joint,1,99102
0.25,1,C7,0,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,1,C7,0,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,1,C7,0,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,1,C7,0,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,1,C7,0,AFFINE_BOOLEAN_V1,bit1,3,99102
0.75,1,C7,0,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,1,C7,0,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,1,C7,0,AFFINE_BOOLEAN_V1,joint,3,99102
0.625,2,C7,0,AFFINE_BOOLEAN_V1,bit1,0,99102
0.625,2,C7,0,AFFINE_BOOLEAN_V1,bit2,0,99102
0.5,2,C7,0,AFFINE_BOOLEAN_V1,bit3,0,99102
0.375,2,C7,0,AFFINE_BOOLEAN_V1,joint,0,99102
0.375,2,C7,0,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,2,C7,0,AFFINE_BOOLEAN_V1,bit2,1,99102
0.75,2,C7,0,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,2,C7,0,AFFINE_BOOLEAN_V1,joint,1,99102
0.625,2,C7,0,AFFINE_BOOLEAN_V1,bit1,2,99102
0.625,2,C7,0,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,2,C7,0,AFFINE_BOOLEAN_V1,bit3,2,99102
0.25,2,C7,0,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,2,C7,0,AFFINE_BOOLEAN_V1,bit1,3,99102
0.875,2,C7,0,AFFINE_BOOLEAN_V1,bit2,3,99102
0.125,2,C7,0,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,2,C7,0,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,3,C7,0,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,3,C7,0,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,3,C7,0,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,3,C7,0,AFFINE_BOOLEAN_V1,joint,0,99102
0.25,3,C7,0,AFFINE_BOOLEAN_V1,bit1,1,99102
0.25,3,C7,0,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,3,C7,0,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,3,C7,0,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,3,C7,0,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,3,C7,0,AFFINE_BOOLEAN_V1,bit2,2,99102
0.75,3,C7,0,AFFINE_BOOLEAN_V1,bit3,2,99102
0.125,3,C7,0,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,3,C7,0,AFFINE_BOOLEAN_V1,bit1,3,99102
0.75,3,C7,0,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,3,C7,0,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,3,C7,0,AFFINE_BOOLEAN_V1,joint,3,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,0,C7,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.0,0,C7,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.75,0,C7,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.5,0,C7,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.125,0,C7,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,0,C7,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C7,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,0,C7,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.375,0,C7,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,0,C7,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,0,C7,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,1,C7,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,1,C7,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,1,C7,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.0,1,C7,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,1,C7,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,1,C7,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,1,C7,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,1,C7,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,1,C7,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,1,C7,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.5,1,C7,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,1,C7,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.625,1,C7,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.625,1,C7,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.375,1,C7,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.125,1,C7,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,2,C7,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,2,C7,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,2,C7,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,2,C7,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,2,C7,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,2,C7,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,2,C7,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,2,C7,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,2,C7,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,2,C7,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,2,C7,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,3,C7,16,AFFINE_BOOLEAN_V1,bit1,0,99102
0.875,3,C7,16,AFFINE_BOOLEAN_V1,bit2,0,99102
0.25,3,C7,16,AFFINE_BOOLEAN_V1,bit3,0,99102
0.125,3,C7,16,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,3,C7,16,AFFINE_BOOLEAN_V1,bit1,1,99102
0.5,3,C7,16,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,3,C7,16,AFFINE_BOOLEAN_V1,bit3,1,99102
0.125,3,C7,16,AFFINE_BOOLEAN_V1,joint,1,99102
0.25,3,C7,16,AFFINE_BOOLEAN_V1,bit1,2,99102
0.25,3,C7,16,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,3,C7,16,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,3,C7,16,AFFINE_BOOLEAN_V1,joint,2,99102
0.25,3,C7,16,AFFINE_BOOLEAN_V1,bit1,3,99102
0.5,3,C7,16,AFFINE_BOOLEAN_V1,bit2,3,99102
0.625,3,C7,16,AFFINE_BOOLEAN_V1,bit3,3,99102
0.0,3,C7,16,AFFINE_BOOLEAN_V1,joint,3,99102
0.5,0,C7,32,AFFINE_BOOLEAN_V1,bit1,0,99102
1.0,0,C7,32,AFFINE_BOOLEAN_V1,bit2,0,99102
0.375,0,C7,32,AFFINE_BOOLEAN_V1,bit3,0,99102
0.25,0,C7,32,AFFINE_BOOLEAN_V1,joint,0,99102
0.5,0,C7,32,AFFINE_BOOLEAN_V1,bit1,1,99102
0.625,0,C7,32,AFFINE_BOOLEAN_V1,bit2,1,99102
0.625,0,C7,32,AFFINE_BOOLEAN_V1,bit3,1,99102
0.0,0,C7,32,AFFINE_BOOLEAN_V1,joint,1,99102
0.75,0,C7,32,AFFINE_BOOLEAN_V1,bit1,2,99102
0.125,0,C7,32,AFFINE_BOOLEAN_V1,bit2,2,99102
0.625,0,C7,32,AFFINE_BOOLEAN_V1,bit3,2,99102
0.0,0,C7,32,AFFINE_BOOLEAN_V1,joint,2,99102
0.375,0,C7,32,AFFINE_BOOLEAN_V1,bit1,3,99102
0.625,0,C7,32,AFFINE_BOOLEAN_V1,bit2,3,99102
