beta,cell_id,ecology,epsilon,g_excess_obs,g_excess_obs_joint,g_obs,g_obs_joint,k,psi_bit_0,psi_bit_128,psi_bit_16,psi_bit_32,psi_bit_64,psi_joint_0,psi_joint_128,psi_joint_16,psi_joint_32,psi_joint_64,q_share,seed
0.0,C0,AFFINE_BOOLEAN_V1,0.1,0.0,0.0,0.005157442638282077,-0.016612214979210695,8,0.002068413628472223,0.002848307291666668,0.008795844184027776,0.003309461805555555,0.009114583333333332,0.01080322265625,0.00732421875,0.00933837890625,0.00494384765625,0.00390625,0.0,99105
4.0,C1,AFFINE_BOOLEAN_V1,0.1,-0.0035833335334872875,0.015247510522805678,0.00157410910479479,-0.0013647044564050177,8,0.002068413628472223,0.006300184461805557,0.004672580295138889,0.003479003906249999,0.004726833767361112,0.01080322265625,0.019775390625,0.005859375,0.012451171875,0.00640869140625,0.0,99105
8.0,C2,AFFINE_BOOLEAN_V1,0.1,-0.010057616167833544,0.0222230418505427,-0.004900173529551467,0.005610826871332005,8,0.002068413628472223,0.004747178819444444,0.006971571180555556,0.011996799045138888,0.006239149305555558,0.01080322265625,0.01025390625,0.01171875,0.00787353515625,0.013916015625,0.0,99105
12.0,C3,AFFINE_BOOLEAN_V1,0.1,-0.009678494446557218,0.017164684272467045,-0.004521051808275141,0.0005524692932563505,8,0.002068413628472223,0.006951226128472223,0.004347059461805557,0.007514105902777778,0.003960503472222224,0.01080322265625,0.00836181640625,0.008056640625,0.006103515625,0.0078125,0.0,99105
20.0,C4,AFFINE_BOOLEAN_V1,0.1,-0.013900816969275444,0.03747096761212375,-0.008743374330993366,0.02085875263291305,8,0.002068413628472223,0.006483289930555555,0.004509819878472223,0.003370496961805555,0.002875434027777778,0.01080322265625,0.002197265625,0.00347900390625,0.00640869140625,0.010009765625,0.0,99105
16.0,C5,AFFINE_BOOLEAN_V1,0.55,0.0005223710510453188,0.012240465440394073,0.005679813689327396,-0.004371749538816623,8,0.002068413628472223,0.00781928168402778,0.003641764322916666,0.002231174045138889,0.004258897569444446,0.01080322265625,0.00494384765625,0.01171875,0.00152587890625,0.00640869140625,0.0,99105
12.0,C6,AFFINE_BOOLEAN_V1,0.1,-0.022938411889837772,0.0008882210008478962,-0.017780969251555694,-0.0157239939783628,8,0.002068413628472223,0.0016276041666666665,0.005811903211805557,0.002604166666666667,0.002231174045138889,0.01080322265625,0.004150390625,0.01177978515625,0.0048828125,0.0048828125,0.5,99105
12.0,C7,AFFINE_BOOLEAN_V1,0.1,0.0005229968841122127,0.014068650462254358,0.00568043952239429,-0.0025435645169563374,8,0.002068413628472223,0.0017632378472222216,0.004069010416666669,0.0015733506944444447,0.004340277777777778,0.01080322265625,0.003173828125,0.01123046875,0.00244140625,0.00738525390625,1.0,99105
0.0,C0,AFFINE_BOOLEAN_V1,0.1,0.0,0.0,0.01371401678260839,0.004150085319703009,8,0.003580729166666667,0.0036960177951388894,0.004292805989583334,0.00472683376736111,0.008090549045138888,0.00347900390625,0.00640869140625,0.00689697265625,0.00592041015625,0.008056640625,0.0,99106
4.0,C1,AFFINE_BOOLEAN_V1,0.1,-0.01574855369132057,0.006214017665322911,-0.0020345369087121775,0.01036410298502592,8,0.003580729166666667,0.010091145833333332,0.00613742404513889,0.005805121527777778,0.005540635850694446,0.00347900390625,0.007568359375,0.00640869140625,0.006591796875,0.01025390625,0.0,99106
8.0,C2,AFFINE_BOOLEAN_V1,0.1,-0.007586490194933215,0.007872323652466158,0.006127526587675175,0.012022408972169168,8,0.003580729166666667,0.013780381944444444,0.005072699652777778,0.007242838541666664,0.007168240017361112,0.00347900390625,0.01171875,0.00640869140625,0.00982666015625,0.011962890625,0.0,99106
12.0,C3,AFFINE_BOOLEAN_V1,0.1,-0.011006856592569173,-0.007389476214085808,0.002707160190039218,-0.0032393908943827987,8,0.003580729166666667,0.00662570529513889,0.005323621961805556,0.00290256076388889,0.005323621961805557,0.00347900390625,0.00836181640625,0.008056640625,0.006103515625,0.006591796875,0.0,99106
20.0,C4,AFFINE_BOOLEAN_V1,0.1,-0.007878362029646785,0.027720076288193774,0.005835654752961606,0.03187016160789678,8,0.003580729166666667,0.009935167100694444,0.00250244140625,0.007439507378472221,0.004041883680555556,0.00347900390625,0.01226806640625,0.00299072265625,0.00787353515625,0.01513671875,0.0,99106
16.0,C5,AFFINE_BOOLEAN_V1,0.55,-0.011230618219995159,-0.005927468631169854,0.0024833985626132316,-0.0017773833114668454,8,0.003580729166666667,0.0029907226562500004,0.004075792100694443,0.005452473958333335,0.004828559027777779,0.00347900390625,0.01031494140625,0.005615234375,0.00836181640625,0.005615234375,0.0,99106
12.0,C6,AFFINE_BOOLEAN_V1,0.1,-0.007582054728071728,-0.002983011137846727,0.006131962054536662,0.0011670741818562821,8,0.003580729166666667,0.005323621961805555,0.0031738281249999987,0.003607855902777777,0.004286024305555556,0.00347900390625,0.00933837890625,0.00390625,0.009765625,0.00494384765625,0.5,99106
12.0,C7,AFFINE_BOOLEAN_V1,0.1,-0.03689885970610585,-0.0015885569644974347,-0.023184842923497456,0.0025615283552055746,8,0.003580729166666667,0.010118272569444444,0.009494357638888888,0.003099229600694444,0.0026855468750000004,0.00347900390625,0.012939453125,0.00445556640625,0.00396728515625,0.0048828125,1.0,99106
